#{"t_start": 1704790728.6729765, "env_id": "edge_follow-v0"}
r,l,t
-28.48876,200,60583.766553
-21.005378,200,60633.138325
-26.79086,200,60681.814539
-21.607082,200,60730.034434
-23.11856,200,60779.357087
-21.109913,200,60827.722751
-24.46365,200,60876.898015
-28.679774,200,60925.59217
-26.94944,200,60974.149635
-21.076395,200,61178.477107
-27.726281,200,61226.918014
-28.226738,200,61274.830865
-21.031571,200,61323.357893
-25.460357,200,61371.880439
-21.273932,200,61421.258653
-31.498988,200,61469.765993
-27.7377,200,61518.559249
-29.448614,200,61569.334217
-25.652092,200,61618.048083
-26.073751,200,61782.086727
-27.270628,200,61871.241568
-21.096368,200,61920.254942
-26.54311,200,61968.432175
-23.698999,200,62017.788454
-27.768036,200,62066.886885
-17.717675,188,62112.570961
-26.776322,200,62160.92429
-25.394283,200,62210.360452
-19.88146,200,62260.514357
-25.547599,200,62422.782791
-27.532525,200,62653.364148
-31.820562,200,62702.509529
-27.415613,200,62751.285919
-39.05189,200,62800.259009
-30.787459,200,62848.458566
-26.920139,200,62896.353066
-27.07345,200,62945.588417
-24.874585,200,62994.152843
-26.915594,200,63042.914772
-20.191116,200,63205.616855
-22.18101,200,63263.911127
-25.425919,200,63312.968735
-22.393855,200,63361.923269
-26.590191,200,63410.113886
-29.073724,200,63459.313925
-38.142382,200,63507.5626
-30.298565,200,63556.994387
-20.539767,200,63604.912269
-22.632304,200,63653.793965
-26.245272,200,63819.208791
-26.569071,200,63883.342917
-23.222551,200,63931.959102
-23.455686,200,63980.624791
-26.53146,200,64029.869759
-23.920074,200,64078.401409
-23.042329,200,64127.530846
-26.852294,200,64176.560105
-25.578306,200,64223.876764
-22.976008,200,64272.781708
-32.09709,200,64433.706341
-24.619109,200,64482.118464
-22.079508,200,64564.690451
-24.528143,200,64613.972915
-31.593882,200,64662.25702
-27.475026,200,64711.070229
-22.476626,200,64759.388915
-30.290958,200,64806.982474
-24.593656,200,64856.189893
-22.567001,200,64904.920082
-24.452869,200,65064.745628
-28.478349,200,65113.653652
-27.031604,200,65203.829323
-27.963733,200,65252.576192
-25.639718,200,65300.602027
-35.1846,200,65349.598403
-30.010379,200,65397.560637
-28.345913,200,65446.818521
-23.77472,200,65494.598445
-34.527972,200,65544.480681
-21.786602,200,65710.659988
-27.12994,200,65759.673625
-32.804964,200,65900.720893
-23.421046,200,65949.463714
-22.557509,200,65998.020179
-34.358268,200,66046.040487
-32.232012,200,66094.350446
-20.867626,200,66142.200299
-28.185854,200,66191.692969
-25.329879,200,66239.731224
-23.103446,200,66404.16647
-18.878298,200,66452.683391
-31.553457,200,66533.606614
-26.333644,200,66582.071219
-28.760877,200,66631.226342
-28.266357,200,66679.72313
-22.823515,200,66727.809845
-37.621657,200,66777.223974
-23.685286,200,66825.51506
-29.114484,200,66873.776877
-23.245553,200,67038.130817
-29.204239,200,67086.654501
-26.925771,200,67135.549499
-26.688577,200,67190.007987
-28.343248,200,67238.940445
-25.745544,200,67287.060496
